Dates,Tickers,Expiry,Tenor,Data
20250417,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004583
20250317,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004499
20250418,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004581
20250318,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004498
20250319,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004513
20250519,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004852
20250320,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004514
20250520,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004986
20250421,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004623
20250321,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004505
20250521,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.005008
20250422,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004627
20250522,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.005026
20250423,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.00462
20250523,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.005016
20250424,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004606
20250224,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004303
20250324,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004528
20250425,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004625
20250225,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004303
20250325,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004555
20250226,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004309
20250326,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004568
20250526,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.005026
20250227,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004336
20250327,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004549
20250527,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004881
20250428,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.00461
20250228,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.00436
20250328,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004521
20250528,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004927
20250429,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004611
20250529,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004943
20250430,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.00458
20250530,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004965
20250331,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::20Y::2Y::NORMAL.MID,20Y,2Y,0.004531
20250401,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004673
20250501,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004634
20250402,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004669
20250602,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.0055
20250502,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004615
20250403,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004539
20250303,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004482
20250404,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004646
20250304,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004491
20250305,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004526
20250505,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004591
20250306,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004709
20250506,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004595
20250407,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.00458
20250307,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004757
20250507,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004545
20250408,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004713
20250508,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004625
20250409,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004989
20250509,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004821
20250410,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004975
20250310,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004862
20250411,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005383
20250311,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004913
20250312,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004966
20250512,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.00516
20250313,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004906
20250513,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005093
20250414,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005394
20250314,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.00478
20250514,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005037
20250415,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005196
20250515,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005107
20250416,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004833
20250516,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.00513
20250417,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004964
20250317,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004776
20250418,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004991
20250318,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004659
20250319,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004672
20250519,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005136
20250320,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004678
20250520,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005334
20250421,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004977
20250321,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004663
20250521,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005282
20250422,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004929
20250522,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005365
20250423,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004946
20250523,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005434
20250424,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004896
20250224,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004289
20250324,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004713
20250425,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004966
20250225,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004289
20250325,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004783
20250226,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004258
20250326,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004815
20250526,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005459
20250227,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004414
20250327,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.00477
20250527,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005217
20250428,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004961
20250228,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004474
20250328,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004708
20250528,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005339
20250429,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004958
20250529,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.005354
20250430,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004847
20250530,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.00541
20250331,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,0.004691
20250401,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004208
20250501,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004561
20250402,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004203
20250602,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.005187
20250502,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004572
20250403,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004078
20250303,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004095
20250404,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004055
20250304,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.0041
20250305,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004111
20250505,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.00456
20250306,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004168
20250506,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.00456
20250407,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.003974
20250307,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004183
20250507,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004566
20250408,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.00405
20250508,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004632
20250409,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004278
20250509,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004757
20250410,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004301
20250310,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004209
20250411,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004794
20250311,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004233
20250312,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004242
20250512,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004851
20250313,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004242
20250513,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004803
20250414,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004866
20250314,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004221
20250514,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004802
20250415,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004723
20250515,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004858
20250416,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004447
20250516,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004853
20250417,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004594
20250317,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004229
20250418,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004624
20250318,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004219
20250319,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004229
20250519,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004847
20250320,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004224
20250520,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.00499
20250421,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004621
20250321,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004224
20250521,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.005193
20250422,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004628
20250522,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.005355
20250423,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004597
20250523,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.00531
20250424,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004618
20250224,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004049
20250324,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004236
20250425,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004708
20250225,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004058
20250325,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004275
20250226,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004043
20250326,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004287
20250526,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.005339
20250227,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004087
20250327,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004217
20250527,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.005074
20250428,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.00469
20250228,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004087
20250328,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.00421
20250528,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.005147
20250429,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.004694
20250529,IR.JPY-TONAR-ON.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,0.00516
