Dates,Tickers,Data
20250331,FX.XAGUSD-SPOT.MID,33.9965
20250401,FX.EURBGN-SPOT.MID,1.95585
20250501,FX.EURBGN-SPOT.MID,1.95585
20250402,FX.EURBGN-SPOT.MID,1.95585
20250602,FX.EURBGN-SPOT.MID,1.95585
20250502,FX.EURBGN-SPOT.MID,1.95585
20250403,FX.EURBGN-SPOT.MID,1.95585
20250303,FX.EURBGN-SPOT.MID,1.95585
20250404,FX.EURBGN-SPOT.MID,1.95585
20250304,FX.EURBGN-SPOT.MID,1.95585
20250305,FX.EURBGN-SPOT.MID,1.95585
20250505,FX.EURBGN-SPOT.MID,1.95585
20250306,FX.EURBGN-SPOT.MID,1.95585
20250506,FX.EURBGN-SPOT.MID,1.95585
20250407,FX.EURBGN-SPOT.MID,1.95585
20250307,FX.EURBGN-SPOT.MID,1.95585
20250507,FX.EURBGN-SPOT.MID,1.95585
20250408,FX.EURBGN-SPOT.MID,1.95585
20250508,FX.EURBGN-SPOT.MID,1.95585
20250409,FX.EURBGN-SPOT.MID,1.95585
20250509,FX.EURBGN-SPOT.MID,1.95585
20250410,FX.EURBGN-SPOT.MID,1.95585
20250310,FX.EURBGN-SPOT.MID,1.95585
20250411,FX.EURBGN-SPOT.MID,1.95585
20250311,FX.EURBGN-SPOT.MID,1.95585
20250312,FX.EURBGN-SPOT.MID,1.95585
20250512,FX.EURBGN-SPOT.MID,1.95585
20250313,FX.EURBGN-SPOT.MID,1.95585
20250513,FX.EURBGN-SPOT.MID,1.95585
20250414,FX.EURBGN-SPOT.MID,1.95585
20250314,FX.EURBGN-SPOT.MID,1.95585
20250514,FX.EURBGN-SPOT.MID,1.95585
20250415,FX.EURBGN-SPOT.MID,1.95585
20250515,FX.EURBGN-SPOT.MID,1.95585
20250416,FX.EURBGN-SPOT.MID,1.95585
20250516,FX.EURBGN-SPOT.MID,1.95585
20250417,FX.EURBGN-SPOT.MID,1.95585
20250317,FX.EURBGN-SPOT.MID,1.95585
20250418,FX.EURBGN-SPOT.MID,1.95585
20250318,FX.EURBGN-SPOT.MID,1.95585
20250319,FX.EURBGN-SPOT.MID,1.95585
20250519,FX.EURBGN-SPOT.MID,1.95585
20250320,FX.EURBGN-SPOT.MID,1.95585
20250520,FX.EURBGN-SPOT.MID,1.95585
20250421,FX.EURBGN-SPOT.MID,1.95585
20250321,FX.EURBGN-SPOT.MID,1.95585
20250521,FX.EURBGN-SPOT.MID,1.95585
20250422,FX.EURBGN-SPOT.MID,1.9558
20250522,FX.EURBGN-SPOT.MID,1.9558
20250423,FX.EURBGN-SPOT.MID,1.95585
20250523,FX.EURBGN-SPOT.MID,1.95585
20250424,FX.EURBGN-SPOT.MID,1.95585
20250224,FX.EURBGN-SPOT.MID,1.95585
20250324,FX.EURBGN-SPOT.MID,1.95585
20250425,FX.EURBGN-SPOT.MID,1.95585
20250225,FX.EURBGN-SPOT.MID,1.95585
20250325,FX.EURBGN-SPOT.MID,1.95585
20250226,FX.EURBGN-SPOT.MID,1.95585
20250326,FX.EURBGN-SPOT.MID,1.95585
20250526,FX.EURBGN-SPOT.MID,1.95585
20250227,FX.EURBGN-SPOT.MID,1.95585
20250327,FX.EURBGN-SPOT.MID,1.95585
20250527,FX.EURBGN-SPOT.MID,1.95585
20250428,FX.EURBGN-SPOT.MID,1.95585
20250228,FX.EURBGN-SPOT.MID,1.95585
20250328,FX.EURBGN-SPOT.MID,1.95585
20250528,FX.EURBGN-SPOT.MID,1.95585
20250429,FX.EURBGN-SPOT.MID,1.95585
20250529,FX.EURBGN-SPOT.MID,1.95585
20250430,FX.EURBGN-SPOT.MID,1.95585
20250530,FX.EURBGN-SPOT.MID,1.95585
20250331,FX.EURBGN-SPOT.MID,1.95585
20250401,FX.GBPJPY-SPOT.MID,192.875
20250501,FX.GBPJPY-SPOT.MID,193.435
20250402,FX.GBPJPY-SPOT.MID,194.595
20250602,FX.GBPJPY-SPOT.MID,193.385
20250502,FX.GBPJPY-SPOT.MID,192.505
20250403,FX.GBPJPY-SPOT.MID,191.755
20250303,FX.GBPJPY-SPOT.MID,190.685
20250404,FX.GBPJPY-SPOT.MID,189.215
20250304,FX.GBPJPY-SPOT.MID,190.935
20250305,FX.GBPJPY-SPOT.MID,191.885
20250505,FX.GBPJPY-SPOT.MID,191.245
20250306,FX.GBPJPY-SPOT.MID,190.435
20250506,FX.GBPJPY-SPOT.MID,190.54
20250407,FX.GBPJPY-SPOT.MID,188.485
20250307,FX.GBPJPY-SPOT.MID,191.265
20250507,FX.GBPJPY-SPOT.MID,191.2
20250408,FX.GBPJPY-SPOT.MID,187.235
20250508,FX.GBPJPY-SPOT.MID,193.305
20250409,FX.GBPJPY-SPOT.MID,188.78
20250509,FX.GBPJPY-SPOT.MID,193.415
20250410,FX.GBPJPY-SPOT.MID,187.695
20250310,FX.GBPJPY-SPOT.MID,189.475
20250411,FX.GBPJPY-SPOT.MID,187.805
20250311,FX.GBPJPY-SPOT.MID,191.59
20250312,FX.GBPJPY-SPOT.MID,192.365
20250512,FX.GBPJPY-SPOT.MID,195.52
20250313,FX.GBPJPY-SPOT.MID,191.355
20250513,FX.GBPJPY-SPOT.MID,196.175
20250414,FX.GBPJPY-SPOT.MID,188.57
20250314,FX.GBPJPY-SPOT.MID,192.065
20250514,FX.GBPJPY-SPOT.MID,194.63
20250415,FX.GBPJPY-SPOT.MID,189.205
20250515,FX.GBPJPY-SPOT.MID,193.74
20250416,FX.GBPJPY-SPOT.MID,187.96
20250516,FX.GBPJPY-SPOT.MID,193.73
20250417,FX.GBPJPY-SPOT.MID,188.97
20250317,FX.GBPJPY-SPOT.MID,193.89
20250418,FX.GBPJPY-SPOT.MID,188.89
20250318,FX.GBPJPY-SPOT.MID,194.075
20250319,FX.GBPJPY-SPOT.MID,193.58
20250519,FX.GBPJPY-SPOT.MID,193.63
20250320,FX.GBPJPY-SPOT.MID,192.86
20250520,FX.GBPJPY-SPOT.MID,193.39
20250421,FX.GBPJPY-SPOT.MID,188.095
20250321,FX.GBPJPY-SPOT.MID,192.89
20250521,FX.GBPJPY-SPOT.MID,192.885
20250422,FX.GBPJPY-SPOT.MID,188.705
20250522,FX.GBPJPY-SPOT.MID,193.495
20250423,FX.GBPJPY-SPOT.MID,190.285
20250523,FX.GBPJPY-SPOT.MID,192.835
20250424,FX.GBPJPY-SPOT.MID,190.215
20250224,FX.GBPJPY-SPOT.MID,189.09
20250324,FX.GBPJPY-SPOT.MID,194.615
20250425,FX.GBPJPY-SPOT.MID,191.36
20250225,FX.GBPJPY-SPOT.MID,188.87
20250325,FX.GBPJPY-SPOT.MID,193.985
20250226,FX.GBPJPY-SPOT.MID,188.79
20250326,FX.GBPJPY-SPOT.MID,193.86
20250526,FX.GBPJPY-SPOT.MID,193.615
20250227,FX.GBPJPY-SPOT.MID,188.945
20250327,FX.GBPJPY-SPOT.MID,195.685
20250527,FX.GBPJPY-SPOT.MID,194.925
20250428,FX.GBPJPY-SPOT.MID,190.82
20250228,FX.GBPJPY-SPOT.MID,189.265
20250328,FX.GBPJPY-SPOT.MID,194.05
20250528,FX.GBPJPY-SPOT.MID,195.095
20250429,FX.GBPJPY-SPOT.MID,190.69
20250529,FX.GBPJPY-SPOT.MID,194.385
20250430,FX.GBPJPY-SPOT.MID,190.445
20250530,FX.GBPJPY-SPOT.MID,193.8
20250331,FX.GBPJPY-SPOT.MID,193.82
20250401,FX.USDMGA-SPOT.MID,4679.02
20250501,FX.USDMGA-SPOT.MID,4550.085
20250402,FX.USDMGA-SPOT.MID,4567.86
20250602,FX.USDMGA-SPOT.MID,4527.37
20250502,FX.USDMGA-SPOT.MID,4462.95
20250403,FX.USDMGA-SPOT.MID,4634.2
20250303,FX.USDMGA-SPOT.MID,4736.94
20250404,FX.USDMGA-SPOT.MID,4651.82
20250304,FX.USDMGA-SPOT.MID,4679.74
20250305,FX.USDMGA-SPOT.MID,4597.77
20250505,FX.USDMGA-SPOT.MID,4472.525
20250306,FX.USDMGA-SPOT.MID,4666.725
20250506,FX.USDMGA-SPOT.MID,4449.715
20250407,FX.USDMGA-SPOT.MID,4642.91
20250307,FX.USDMGA-SPOT.MID,4686.185
20250507,FX.USDMGA-SPOT.MID,4464.24
20250408,FX.USDMGA-SPOT.MID,4669.945
20250508,FX.USDMGA-SPOT.MID,4507.99
20250409,FX.USDMGA-SPOT.MID,4665.05
20250509,FX.USDMGA-SPOT.MID,4430.18
20250410,FX.USDMGA-SPOT.MID,4560.445
20250310,FX.USDMGA-SPOT.MID,4691.595
20250411,FX.USDMGA-SPOT.MID,4519.945
20250311,FX.USDMGA-SPOT.MID,4649.095
20250312,FX.USDMGA-SPOT.MID,4668.1
20250512,FX.USDMGA-SPOT.MID,4526.8
20250313,FX.USDMGA-SPOT.MID,4681.435
20250513,FX.USDMGA-SPOT.MID,4488.15
20250414,FX.USDMGA-SPOT.MID,4522.435
20250314,FX.USDMGA-SPOT.MID,4677.23
20250514,FX.USDMGA-SPOT.MID,4490.76
20250415,FX.USDMGA-SPOT.MID,4590.405
20250515,FX.USDMGA-SPOT.MID,4491.365
20250416,FX.USDMGA-SPOT.MID,4544.65
20250516,FX.USDMGA-SPOT.MID,4533.01
20250417,FX.USDMGA-SPOT.MID,4549.845
20250317,FX.USDMGA-SPOT.MID,4677.23
20250418,FX.USDMGA-SPOT.MID,4560.0
20250318,FX.USDMGA-SPOT.MID,4668.87
20250319,FX.USDMGA-SPOT.MID,4657.835
20250519,FX.USDMGA-SPOT.MID,4517.13
20250320,FX.USDMGA-SPOT.MID,4683.805
20250520,FX.USDMGA-SPOT.MID,4502.1
20250421,FX.USDMGA-SPOT.MID,4547.83
20250321,FX.USDMGA-SPOT.MID,4659.63
20250521,FX.USDMGA-SPOT.MID,4477.87
20250422,FX.USDMGA-SPOT.MID,4528.545
20250522,FX.USDMGA-SPOT.MID,4499.705
20250423,FX.USDMGA-SPOT.MID,4569.935
20250523,FX.USDMGA-SPOT.MID,4518.375
20250424,FX.USDMGA-SPOT.MID,4521.88
20250224,FX.USDMGA-SPOT.MID,4726.71
20250324,FX.USDMGA-SPOT.MID,4689.955
20250425,FX.USDMGA-SPOT.MID,4502.52
20250225,FX.USDMGA-SPOT.MID,4710.52
20250325,FX.USDMGA-SPOT.MID,4674.47
20250226,FX.USDMGA-SPOT.MID,4716.95
20250326,FX.USDMGA-SPOT.MID,4692.945
20250526,FX.USDMGA-SPOT.MID,4551.44
20250227,FX.USDMGA-SPOT.MID,4758.515
20250327,FX.USDMGA-SPOT.MID,4677.72
20250527,FX.USDMGA-SPOT.MID,4543.85
20250428,FX.USDMGA-SPOT.MID,4499.055
20250228,FX.USDMGA-SPOT.MID,4724.52
20250328,FX.USDMGA-SPOT.MID,4650.69
20250528,FX.USDMGA-SPOT.MID,4545.93
20250429,FX.USDMGA-SPOT.MID,4511.31
20250529,FX.USDMGA-SPOT.MID,4545.93
20250430,FX.USDMGA-SPOT.MID,4524.425
20250530,FX.USDMGA-SPOT.MID,4547.85
20250331,FX.USDMGA-SPOT.MID,4660.0
20250401,FX.USDBND-SPOT.MID,1.34475
20250501,FX.USDBND-SPOT.MID,1.3114
20250402,FX.USDBND-SPOT.MID,1.34285
20250602,FX.USDBND-SPOT.MID,1.28575
20250502,FX.USDBND-SPOT.MID,1.2985
20250403,FX.USDBND-SPOT.MID,1.33595
20250303,FX.USDBND-SPOT.MID,1.346
20250404,FX.USDBND-SPOT.MID,1.3469
20250304,FX.USDBND-SPOT.MID,1.33995
20250305,FX.USDBND-SPOT.MID,1.33025
20250505,FX.USDBND-SPOT.MID,1.29015
20250306,FX.USDBND-SPOT.MID,1.3321
20250506,FX.USDBND-SPOT.MID,1.28745
20250407,FX.USDBND-SPOT.MID,1.352
20250307,FX.USDBND-SPOT.MID,1.3308
20250507,FX.USDBND-SPOT.MID,1.29235
20250408,FX.USDBND-SPOT.MID,1.3539
20250508,FX.USDBND-SPOT.MID,1.30125
20250409,FX.USDBND-SPOT.MID,1.3405
20250509,FX.USDBND-SPOT.MID,1.2977
20250410,FX.USDBND-SPOT.MID,1.3291
20250310,FX.USDBND-SPOT.MID,1.3341
20250411,FX.USDBND-SPOT.MID,1.3203
20250311,FX.USDBND-SPOT.MID,1.3297
20250312,FX.USDBND-SPOT.MID,1.33275
20250512,FX.USDBND-SPOT.MID,1.30635
20250313,FX.USDBND-SPOT.MID,1.33575
20250513,FX.USDBND-SPOT.MID,1.30115
20250414,FX.USDBND-SPOT.MID,1.31485
20250314,FX.USDBND-SPOT.MID,1.33365
20250514,FX.USDBND-SPOT.MID,1.30125
20250415,FX.USDBND-SPOT.MID,1.3194
20250515,FX.USDBND-SPOT.MID,1.29705
20250416,FX.USDBND-SPOT.MID,1.31125
20250516,FX.USDBND-SPOT.MID,1.2997
20250417,FX.USDBND-SPOT.MID,1.3107
20250317,FX.USDBND-SPOT.MID,1.32965
20250418,FX.USDBND-SPOT.MID,1.3111
20250318,FX.USDBND-SPOT.MID,1.33055
20250319,FX.USDBND-SPOT.MID,1.3304
20250519,FX.USDBND-SPOT.MID,1.29485
20250320,FX.USDBND-SPOT.MID,1.3351
20250520,FX.USDBND-SPOT.MID,1.29505
20250421,FX.USDBND-SPOT.MID,1.3045
20250321,FX.USDBND-SPOT.MID,1.33585
20250521,FX.USDBND-SPOT.MID,1.28895
20250422,FX.USDBND-SPOT.MID,1.31135
20250522,FX.USDBND-SPOT.MID,1.29245
20250423,FX.USDBND-SPOT.MID,1.3159
20250523,FX.USDBND-SPOT.MID,1.2842
20250424,FX.USDBND-SPOT.MID,1.3116
20250224,FX.USDBND-SPOT.MID,1.33865
20250324,FX.USDBND-SPOT.MID,1.3388
20250425,FX.USDBND-SPOT.MID,1.31405
20250225,FX.USDBND-SPOT.MID,1.33655
20250325,FX.USDBND-SPOT.MID,1.3362
20250226,FX.USDBND-SPOT.MID,1.3377
20250326,FX.USDBND-SPOT.MID,1.3406
20250526,FX.USDBND-SPOT.MID,1.2842
20250227,FX.USDBND-SPOT.MID,1.34825
20250327,FX.USDBND-SPOT.MID,1.3399
20250527,FX.USDBND-SPOT.MID,1.28855
20250428,FX.USDBND-SPOT.MID,1.30885
20250228,FX.USDBND-SPOT.MID,1.3519
20250328,FX.USDBND-SPOT.MID,1.34155
20250528,FX.USDBND-SPOT.MID,1.2894
20250429,FX.USDBND-SPOT.MID,1.30825
20250529,FX.USDBND-SPOT.MID,1.2862
20250430,FX.USDBND-SPOT.MID,1.30555
20250530,FX.USDBND-SPOT.MID,1.2897
20250331,FX.USDBND-SPOT.MID,1.3439
20250401,FX.USDSAR-SPOT.MID,3.7514
20250501,FX.USDSAR-SPOT.MID,3.7504
20250402,FX.USDSAR-SPOT.MID,3.75155
20250602,FX.USDSAR-SPOT.MID,3.7511
20250502,FX.USDSAR-SPOT.MID,3.75025
20250403,FX.USDSAR-SPOT.MID,3.7516
20250303,FX.USDSAR-SPOT.MID,3.7504
20250404,FX.USDSAR-SPOT.MID,3.7527
20250304,FX.USDSAR-SPOT.MID,3.7504
20250305,FX.USDSAR-SPOT.MID,3.7507
20250505,FX.USDSAR-SPOT.MID,3.7505
20250306,FX.USDSAR-SPOT.MID,3.75105
20250506,FX.USDSAR-SPOT.MID,3.75105
20250407,FX.USDSAR-SPOT.MID,3.7548
20250307,FX.USDSAR-SPOT.MID,3.75075
20250507,FX.USDSAR-SPOT.MID,3.7509
20250408,FX.USDSAR-SPOT.MID,3.7539
20250508,FX.USDSAR-SPOT.MID,3.75085
20250409,FX.USDSAR-SPOT.MID,3.7543
20250509,FX.USDSAR-SPOT.MID,3.7508
20250410,FX.USDSAR-SPOT.MID,3.7538
20250310,FX.USDSAR-SPOT.MID,3.7514
20250411,FX.USDSAR-SPOT.MID,3.754
20250311,FX.USDSAR-SPOT.MID,3.7503
20250312,FX.USDSAR-SPOT.MID,3.75065
20250512,FX.USDSAR-SPOT.MID,3.7508
20250313,FX.USDSAR-SPOT.MID,3.7506
20250513,FX.USDSAR-SPOT.MID,3.7507
20250414,FX.USDSAR-SPOT.MID,3.7529
20250314,FX.USDSAR-SPOT.MID,3.7505
20250514,FX.USDSAR-SPOT.MID,3.7508
20250415,FX.USDSAR-SPOT.MID,3.7524
20250515,FX.USDSAR-SPOT.MID,3.7508
20250416,FX.USDSAR-SPOT.MID,3.7524
20250516,FX.USDSAR-SPOT.MID,3.75055
20250417,FX.USDSAR-SPOT.MID,3.75225
20250317,FX.USDSAR-SPOT.MID,3.7505
20250418,FX.USDSAR-SPOT.MID,3.7521
20250318,FX.USDSAR-SPOT.MID,3.75075
20250319,FX.USDSAR-SPOT.MID,3.7508
20250519,FX.USDSAR-SPOT.MID,3.7507
20250320,FX.USDSAR-SPOT.MID,3.751
20250520,FX.USDSAR-SPOT.MID,3.7505
20250421,FX.USDSAR-SPOT.MID,3.7518
20250321,FX.USDSAR-SPOT.MID,3.7512
20250521,FX.USDSAR-SPOT.MID,3.7506
20250422,FX.USDSAR-SPOT.MID,3.751
20250522,FX.USDSAR-SPOT.MID,3.75095
20250423,FX.USDSAR-SPOT.MID,3.751
20250523,FX.USDSAR-SPOT.MID,3.75095
20250424,FX.USDSAR-SPOT.MID,3.7511
20250224,FX.USDSAR-SPOT.MID,3.75005
20250324,FX.USDSAR-SPOT.MID,3.7513
20250425,FX.USDSAR-SPOT.MID,3.7513
20250225,FX.USDSAR-SPOT.MID,3.7499
20250325,FX.USDSAR-SPOT.MID,3.7516
20250226,FX.USDSAR-SPOT.MID,3.7503
20250326,FX.USDSAR-SPOT.MID,3.7512
20250526,FX.USDSAR-SPOT.MID,3.7507
20250227,FX.USDSAR-SPOT.MID,3.7504
20250327,FX.USDSAR-SPOT.MID,3.7509
20250527,FX.USDSAR-SPOT.MID,3.7509
20250428,FX.USDSAR-SPOT.MID,3.7513
20250228,FX.USDSAR-SPOT.MID,3.7503
20250328,FX.USDSAR-SPOT.MID,3.751
20250528,FX.USDSAR-SPOT.MID,3.7509
20250429,FX.USDSAR-SPOT.MID,3.7509
20250529,FX.USDSAR-SPOT.MID,3.75175
20250430,FX.USDSAR-SPOT.MID,3.75095
20250530,FX.USDSAR-SPOT.MID,3.75165
20250331,FX.USDSAR-SPOT.MID,3.7511
20250401,FX.USDZAR-SPOT.MID,18.47485
20250501,FX.USDZAR-SPOT.MID,18.574
20250402,FX.USDZAR-SPOT.MID,18.8213
20250602,FX.USDZAR-SPOT.MID,17.85815
20250502,FX.USDZAR-SPOT.MID,18.4312
20250403,FX.USDZAR-SPOT.MID,18.76485
20250303,FX.USDZAR-SPOT.MID,18.64675
20250404,FX.USDZAR-SPOT.MID,19.12125
20250304,FX.USDZAR-SPOT.MID,18.49645
20250305,FX.USDZAR-SPOT.MID,18.31305
20250505,FX.USDZAR-SPOT.MID,18.28805
20250306,FX.USDZAR-SPOT.MID,18.14245
20250506,FX.USDZAR-SPOT.MID,18.1876
20250407,FX.USDZAR-SPOT.MID,19.6061
20250307,FX.USDZAR-SPOT.MID,18.27355
20250507,FX.USDZAR-SPOT.MID,18.2148
20250408,FX.USDZAR-SPOT.MID,19.7262
20250508,FX.USDZAR-SPOT.MID,18.2206
20250409,FX.USDZAR-SPOT.MID,19.37015
20250509,FX.USDZAR-SPOT.MID,18.23085
20250410,FX.USDZAR-SPOT.MID,19.42165
20250310,FX.USDZAR-SPOT.MID,18.3384
20250411,FX.USDZAR-SPOT.MID,19.1086
20250311,FX.USDZAR-SPOT.MID,18.21555
20250312,FX.USDZAR-SPOT.MID,18.34015
20250512,FX.USDZAR-SPOT.MID,18.3025
20250313,FX.USDZAR-SPOT.MID,18.30895
20250513,FX.USDZAR-SPOT.MID,18.3074
20250414,FX.USDZAR-SPOT.MID,18.82895
20250314,FX.USDZAR-SPOT.MID,18.18175
20250514,FX.USDZAR-SPOT.MID,18.2606
20250415,FX.USDZAR-SPOT.MID,19.09735
20250515,FX.USDZAR-SPOT.MID,18.018
20250416,FX.USDZAR-SPOT.MID,18.8569
20250516,FX.USDZAR-SPOT.MID,18.05105
20250417,FX.USDZAR-SPOT.MID,18.81835
20250317,FX.USDZAR-SPOT.MID,18.096
20250418,FX.USDZAR-SPOT.MID,18.8371
20250318,FX.USDZAR-SPOT.MID,18.1232
20250319,FX.USDZAR-SPOT.MID,18.0966
20250519,FX.USDZAR-SPOT.MID,18.07425
20250320,FX.USDZAR-SPOT.MID,18.1455
20250520,FX.USDZAR-SPOT.MID,17.939
20250421,FX.USDZAR-SPOT.MID,18.7547
20250321,FX.USDZAR-SPOT.MID,18.2166
20250521,FX.USDZAR-SPOT.MID,17.94525
20250422,FX.USDZAR-SPOT.MID,18.60365
20250522,FX.USDZAR-SPOT.MID,18.0136
20250423,FX.USDZAR-SPOT.MID,18.68125
20250523,FX.USDZAR-SPOT.MID,17.829
20250424,FX.USDZAR-SPOT.MID,18.78115
20250224,FX.USDZAR-SPOT.MID,18.37625
20250324,FX.USDZAR-SPOT.MID,18.2311
20250425,FX.USDZAR-SPOT.MID,18.69595
20250225,FX.USDZAR-SPOT.MID,18.4168
20250325,FX.USDZAR-SPOT.MID,18.2752
20250226,FX.USDZAR-SPOT.MID,18.41385
20250326,FX.USDZAR-SPOT.MID,18.28265
20250526,FX.USDZAR-SPOT.MID,17.86575
20250227,FX.USDZAR-SPOT.MID,18.4557
20250327,FX.USDZAR-SPOT.MID,18.2433
20250527,FX.USDZAR-SPOT.MID,17.93465
20250428,FX.USDZAR-SPOT.MID,18.51755
20250228,FX.USDZAR-SPOT.MID,18.70545
20250328,FX.USDZAR-SPOT.MID,18.42935
20250528,FX.USDZAR-SPOT.MID,17.9241
20250429,FX.USDZAR-SPOT.MID,18.5674
20250529,FX.USDZAR-SPOT.MID,17.8049
20250430,FX.USDZAR-SPOT.MID,18.60785
20250530,FX.USDZAR-SPOT.MID,17.96465
20250331,FX.USDZAR-SPOT.MID,18.32005
20250401,FX.USDLYD-SPOT.MID,4.82
20250501,FX.USDLYD-SPOT.MID,5.45975
20250402,FX.USDLYD-SPOT.MID,4.815
20250602,FX.USDLYD-SPOT.MID,5.45175
20250502,FX.USDLYD-SPOT.MID,5.45975
20250403,FX.USDLYD-SPOT.MID,4.815
20250303,FX.USDLYD-SPOT.MID,4.89445
20250404,FX.USDLYD-SPOT.MID,4.83615
20250304,FX.USDLYD-SPOT.MID,4.88345
20250305,FX.USDLYD-SPOT.MID,4.85945
20250505,FX.USDLYD-SPOT.MID,5.47735
20250306,FX.USDLYD-SPOT.MID,4.82735
20250506,FX.USDLYD-SPOT.MID,5.45985
20250407,FX.USDLYD-SPOT.MID,5.54575
20250307,FX.USDLYD-SPOT.MID,4.82735
20250507,FX.USDLYD-SPOT.MID,5.46215
20250408,FX.USDLYD-SPOT.MID,5.56135
20250508,FX.USDLYD-SPOT.MID,5.48055
20250409,FX.USDLYD-SPOT.MID,5.54365
20250509,FX.USDLYD-SPOT.MID,5.48055
20250410,FX.USDLYD-SPOT.MID,5.55705
20250310,FX.USDLYD-SPOT.MID,4.82
20250411,FX.USDLYD-SPOT.MID,5.55705
20250311,FX.USDLYD-SPOT.MID,4.82
20250312,FX.USDLYD-SPOT.MID,4.82
20250512,FX.USDLYD-SPOT.MID,5.49
20250313,FX.USDLYD-SPOT.MID,4.81235
20250513,FX.USDLYD-SPOT.MID,5.515
20250414,FX.USDLYD-SPOT.MID,5.56
20250314,FX.USDLYD-SPOT.MID,4.81395
20250514,FX.USDLYD-SPOT.MID,5.51
20250415,FX.USDLYD-SPOT.MID,5.47725
20250515,FX.USDLYD-SPOT.MID,5.51715
20250416,FX.USDLYD-SPOT.MID,5.47045
20250516,FX.USDLYD-SPOT.MID,5.51715
20250417,FX.USDLYD-SPOT.MID,5.47465
20250317,FX.USDLYD-SPOT.MID,4.81395
20250418,FX.USDLYD-SPOT.MID,5.465
20250318,FX.USDLYD-SPOT.MID,4.81365
20250319,FX.USDLYD-SPOT.MID,4.81065
20250519,FX.USDLYD-SPOT.MID,5.49295
20250320,FX.USDLYD-SPOT.MID,4.81135
